Time (s),Mass (g),HRR (kW/m2),TC Top (K),TC 8.6mm (K),TC 17.2mm (K)
541,59.469258,77.19906347,1060.094,666.999,387.49
542,59.432301,76.79150854,1059.432,667.646,387.613
543,59.392984,78.76818178,1063.392,668.879,387.891
544,59.364508,81.62472322,1063.029,670.232,388.187
545,59.266548,80.27269454,1064.271,671.519,388.424
546,59.187989,78.06615713,1072.913,672.267,388.7
547,59.141518,75.94783262,1078.077,672.897,388.875
548,59.100057,76.88439499,1078.076,674.163,388.989
549,59.074319,79.71948692,1066.509,675.455,389.256
550,59.018724,80.69010112,1057.057,676.719,389.528
551,58.976501,80.507518,1055.279,677.873,389.769
552,58.944246,80.58561695,1057.528,678.611,389.926
553,58.869813,80.03925433,1075.475,679.204,390.104
554,58.79878,80.21411622,1087.329,680.378,390.42
555,58.743268,82.24984086,1080.062,681.565,390.686
556,58.69486,80.7139222,1084.448,682.785,390.963
557,58.63869,79.95137392,1089.908,683.398,391.117
558,58.559493,80.33370361,1079.391,683.94,391.243
559,58.489101,79.91148528,1069.877,685.083,391.516
560,58.456648,79.09888873,1074.325,686.322,391.842
561,58.429373,80.44193772,1079.396,687.34,392.117
562,58.365266,80.67142011,1083.967,687.936,392.274
563,58.269298,81.28382414,1082.932,688.438,392.395
564,58.192211,81.69547197,1084.857,689.594,392.741
565,58.144381,78.84935377,1087.376,690.726,393.067
566,58.095907,78.86055162,1086.965,691.798,393.311
567,58.019016,80.28891899,1088.476,692.404,393.478
568,57.940326,80.76415817,1085.462,692.947,393.624
569,57.894286,80.60102378,1073.476,694.09,393.958
570,57.851619,81.9497465,1079.072,695.122,394.237
571,57.798591,78.72543125,1087.525,696.207,394.577
572,57.735594,78.76218762,1082.818,696.763,394.795
573,57.704871,81.71455104,1081.591,697.301,394.94
574,57.718982,80.17713236,1069.962,698.32,395.252
575,57.659672,81.97012614,1062.594,699.387,395.618
576,57.600073,82.43176351,1070.242,700.282,395.947
577,57.567381,80.88503547,1073.464,700.692,396.114
578,57.495506,82.40680675,1069.616,701.328,396.292
579,57.424472,81.65698849,1076.662,702.491,396.631
580,57.362395,79.07410515,1085.853,703.514,396.986
581,57.254062,80.55757198,1077.003,704.461,397.329
582,57.147648,81.13380271,1068.865,705.479,397.677
583,57.087882,80.49263078,1071.666,705.958,397.848
584,57.028912,79.86610507,1072.179,706.354,398.015
585,56.96725,81.01196725,1064.586,707.288,398.38
586,56.904832,82.22049866,1074.633,708.422,398.734
587,56.801732,80.93119155,1080.593,709.375,399.036
588,56.722486,79.21054619,1064.906,709.748,399.188
589,56.688662,79.6668527,1079.562,710.296,399.431
590,56.644577,82.11937729,1093.679,711.291,399.826
591,56.589486,80.45636857,1088.014,712.207,400.175
592,56.532424,80.53341069,1068.365,713.135,400.542
593,56.510805,80.93071245,1056.099,713.592,400.72
594,56.509295,80.902399,1069.019,714.106,400.922
595,56.470421,82.5086303,1083.925,714.967,401.262
596,56.41408,83.97561429,1078.119,715.82,401.636
597,56.330964,83.05371757,1066.715,716.737,402.069
598,56.246752,83.3188985,1069.629,717.195,402.273
599,56.198616,83.66673618,1071.045,717.549,402.409
600,56.161392,82.44002499,1072.937,718.437,402.77
601,56.10933,81.46562541,1079.115,719.385,403.18
602,56.058062,79.92248429,1081.257,720.266,403.562
603,56.011028,81.20900678,1075.545,720.74,403.771
604,55.954227,81.87909492,1071.505,721.123,403.917
605,55.912734,80.80799515,1067.269,721.98,404.277
606,55.86119,79.81562615,1074.753,722.904,404.7
607,55.782056,80.48440393,1085.77,723.774,405.111
608,55.699775,80.20955528,1090.682,724.257,405.35
609,55.633363,79.88858423,1087.346,724.635,405.516
610,55.582256,80.73756326,1083.443,725.521,405.892
611,55.500213,82.15785542,1085.781,726.502,406.315
612,55.457708,81.27335659,1082.208,727.483,406.737
613,55.565655,80.76035902,1076.011,728.488,407.138
614,55.691812,80.91397766,1082.829,729.053,407.368
615,55.68688,80.29249135,1083.507,729.482,407.561
616,55.623682,80.27617181,1079.937,730.423,407.955
617,55.527853,79.96179214,1079.077,731.587,408.41
618,55.4066,79.7213005,1084.376,732.563,408.839
619,55.286905,80.21326616,1098.275,732.973,409.054
620,55.203208,80.17841473,1093.083,733.429,409.235
621,55.136371,81.34777343,1075.865,734.351,409.615
622,55.120371,83.35363331,1076.858,735.343,410.046
623,55.098007,84.02423217,1090.201,736.313,410.456
624,55.014382,85.68299555,1088.111,736.763,410.637
625,54.921115,85.84970715,1094.283,737.234,410.85
626,54.856059,86.829154,1094.741,738.147,411.236
627,54.802766,84.08377477,1081.961,739.053,411.639
628,54.772066,84.44495327,1072.815,740.013,412.12
629,54.798641,86.35226446,1070.423,740.593,412.406
630,54.860124,86.4397339,1078.246,741.054,412.649
631,54.898646,83.73664492,1097.2,742.025,413.146
632,54.825572,84.15012012,1104.902,743.017,413.6
633,54.715791,83.35210611,1109.86,744.008,414.045
634,54.623326,82.71332127,1119.47,744.514,414.288
635,54.526992,84.86617903,1107.826,744.889,414.439
636,54.415724,85.52595836,1082.66,745.846,414.867
637,54.364729,84.10622523,1075.8,746.809,415.344
638,54.327535,84.78284985,1079.926,747.753,415.807
639,54.259624,85.05519041,1077.424,748.291,416.085
640,54.201626,84.56962452,1088.962,748.795,416.332
641,54.113228,83.49606771,1089.995,749.7,416.78
642,54.030269,85.05604178,1078.259,750.654,417.207
643,53.957094,85.55488733,1078.151,751.632,417.634
644,53.857073,83.81580602,1076.535,752.106,417.878
645,53.779388,84.99795927,1092.275,752.568,418.102
646,53.712083,84.31119079,1103.2,753.487,418.543
647,53.641698,80.56339422,1095.503,754.405,418.949
648,53.569945,82.34820434,1105.369,755.375,419.376
649,53.497824,82.38463144,1107.626,756.491,419.887
650,53.455803,78.90361347,1093.248,757.101,420.139
651,53.421741,81.7315187,1085.818,757.891,420.345
652,53.373272,84.99148578,1084.78,759.564,420.772
653,53.293622,84.21481664,1086.92,761.195,421.218
654,53.203467,83.55096888,1079.052,762.604,421.673
655,53.116161,84.02313083,1084.252,763.488,421.967
656,53.043324,84.32352976,1084.773,764.052,422.129
657,52.992414,84.03948875,1093.201,765.444,422.571
658,52.952263,85.0930361,1098.195,766.663,423.022
659,52.922368,85.00173869,1082.486,767.892,423.512
660,52.884875,84.5929836,1072.949,768.555,423.781
661,52.818621,85.9067264,1082.378,769.113,424.027
662,52.780574,86.67376535,1092.222,770.264,424.478
663,52.75016,84.49849757,1085.3,771.462,424.905
664,52.682543,85.36958196,1084.237,772.638,425.365
665,52.618794,86.88789246,1091.4,773.211,425.596
666,52.539199,85.02643313,1098.28,773.633,425.775
667,52.467205,85.83140979,1104.78,774.754,426.256
668,52.403027,86.23135976,1100.2,775.895,426.747
669,52.365428,84.93056431,1095.13,777.094,427.284
670,52.35513,85.13215845,1084.149,777.7,427.575
671,52.329965,84.95812479,1082.614,778.166,427.768
672,52.270003,84.33885634,1087.48,779.244,428.228
673,52.20713,84.59609476,1090.525,780.369,428.713
674,52.121939,85.84400319,1083.678,781.436,429.171
675,52.082859,87.31900554,1086.067,782.09,429.467
676,52.116162,84.40105191,1084.482,782.542,429.649
677,52.140203,84.88672376,1096.042,783.557,430.111
678,52.168495,84.11032999,1103.533,784.632,430.581
679,52.110148,84.27508219,1080.458,785.913,431.078
680,52.029596,85.05863161,1071.954,786.492,431.353
681,51.994919,85.23155837,1074.751,786.994,431.58
682,51.978918,84.2624338,1076.261,788.05,432.043
683,52.028511,83.50466442,1087.137,789.116,432.505
684,52.105383,83.58180509,1113.667,790.236,432.998
685,52.150324,84.97619047,1113.938,791.329,433.483
686,52.132031,86.01151214,1096.455,791.876,433.736
687,52.080815,85.77360664,1091.632,792.342,433.965
688,52.058388,83.09346405,1081.92,793.453,434.446
689,52.025089,83.46355133,1083.063,794.553,434.911
690,51.959864,85.57055886,1094.129,795.763,435.448
691,51.875997,87.05159935,1098.466,796.356,435.666
692,51.829672,86.72557333,1098.759,796.782,435.875
693,51.816651,87.11759025,1108.74,798.001,436.387
694,51.745373,86.23375362,1110.836,799.041,436.827
695,51.632871,86.73822289,1089.895,799.957,437.323
696,51.556332,88.01042961,1079.353,800.591,437.635
697,51.514186,87.6364418,1075.937,801.1,437.853
698,51.434004,84.89222222,1083.251,802.175,438.313
699,51.369463,86.43549673,1091.86,803.227,438.815
700,51.321161,87.8098838,1096.265,804.215,439.321
701,51.269473,86.90698723,1106.253,804.726,439.569
702,51.189425,86.87757894,1096.06,805.167,439.798
703,51.099951,86.97067498,1083.723,806.05,440.253
704,51.027906,86.82932384,1082.497,806.972,440.724
705,50.985416,88.29577946,1082.728,807.956,441.241
706,50.960605,87.98636247,1082.941,808.394,441.481
707,50.915953,86.16206431,1084.426,808.795,441.709
708,50.795446,86.71427832,1093.489,809.696,442.214
709,50.654608,84.73188465,1103.049,810.603,442.711
710,50.582314,86.29876069,1101.367,811.438,443.205
711,50.542324,87.56750875,1099.482,811.965,443.541
712,50.466904,86.10041303,1094.044,812.301,443.705
713,50.406803,86.50537898,1083.263,813.135,444.2
714,50.369997,87.26353931,1087.551,814.083,444.714
715,50.328812,85.03804234,1089.957,815.108,445.169
716,50.296659,83.08969841,1081.879,815.642,445.493
717,50.229646,84.55678324,1079.265,815.999,445.677
718,50.158325,84.81692706,1080.881,816.953,446.182
719,50.132649,83.3465596,1087.663,817.923,446.684
720,50.072767,85.80591508,1084.106,818.787,447.172
721,49.99412,87.22611639,1087.521,819.685,447.701
722,49.916159,86.32055365,1100.945,820.371,448.022
723,49.816904,87.92763022,1100.934,820.786,448.241
724,49.74229,89.71870174,1090.769,821.66,448.726
725,49.691733,86.44694488,1079.507,822.555,449.226
726,49.646509,85.31230696,1091.959,823.453,449.723
727,49.569428,87.28289867,1102.272,823.929,450.02
728,49.50451,85.95916602,1099.338,824.275,450.208
729,49.455523,86.85283964,1090.275,825.05,450.646
730,49.383742,87.89018374,1084.653,825.9,451.19
731,49.303833,86.92439437,1089.921,826.725,451.754
732,49.248825,85.8043859,1090.735,827.128,452.021
733,49.20759,86.35473853,1094.134,827.426,452.212
734,49.142176,84.08207787,1100.703,828.269,452.749
735,49.035359,85.04296698,1102.284,829.107,453.288
736,48.922999,86.4328331,1107.349,829.917,453.776
737,48.872016,85.94269772,1113.41,830.449,454.06
738,48.86637,86.29822951,1114.461,830.81,454.298
739,48.80617,86.70107248,1116.302,831.577,454.775
740,48.725136,85.01132478,1110.096,832.339,455.221
741,48.691873,86.48051733,1101.274,833.243,455.804
742,48.656651,87.7909307,1107.295,833.718,456.139
743,48.572758,86.88400875,1106.558,834.065,456.35
744,48.510555,87.73524547,1102.291,834.897,456.846
745,48.473628,89.35670657,1097.688,835.7,457.336
746,48.425438,88.77028603,1092.186,836.469,457.831
747,48.379234,88.9955105,1082.93,836.985,458.149
748,48.329249,89.92297136,1082.877,837.296,458.359
749,48.257304,88.88095423,1088.087,837.98,458.83
750,48.187799,86.36356824,1089.354,838.703,459.331
751,48.1562,87.05321013,1084.241,839.445,459.864
752,48.153497,87.54161261,1092.127,840.135,460.399
753,48.111185,88.96839475,1088.541,840.533,460.698
754,48.081087,89.55085421,1083.984,840.828,460.901
755,48.052773,88.32768518,1087.437,841.493,461.361
756,47.983175,85.4989061,1102.853,842.267,461.895
757,47.904922,88.43235484,1109.855,843.02,462.421
758,47.800845,88.44494687,1103.074,843.409,462.705
759,47.766191,87.72461916,1096.715,843.697,462.937
760,47.715581,88.36629708,1088.824,844.37,463.438
761,47.605903,89.32718213,1085.714,845.087,463.956
762,47.452964,88.3854586,1084.546,845.718,464.476
763,47.379252,86.59438597,1089.773,846.116,464.809
764,47.360188,86.83260911,1086.721,846.436,465.039
765,47.313317,86.08916224,1085.197,847.074,465.524
766,47.292368,85.168382,1095.269,847.745,466.042
767,47.228367,85.03778542,1097.663,848.469,466.577
768,47.174391,87.28448464,1085.607,848.877,466.89
769,47.116243,87.95801764,1084.754,849.201,467.131
770,47.048624,88.71280533,1085.396,849.853,467.615
771,46.973657,87.30823222,1091.894,850.495,468.1
772,46.901508,86.36532587,1097.535,851.142,468.661
773,46.863998,88.03491609,1097.096,851.428,468.945
774,46.841623,89.81179839,1094.014,851.818,469.195
775,46.781597,89.7842171,1090.893,852.567,469.727
776,46.775546,92.56376894,1093.227,853.251,470.23
777,46.805064,91.42788076,1096.248,853.964,470.716
778,46.752634,88.79542718,1097.638,854.407,471.045
779,46.675141,91.35346442,1102.308,854.694,471.266
780,46.638467,88.30434188,1102.958,855.396,471.811
781,46.578463,86.89111515,1100.521,856.125,472.319
782,46.502491,89.4391407,1100.862,856.87,472.816
783,46.43607,88.71901277,1093.542,857.309,473.159
784,46.3644,90.19553549,1092.997,857.635,473.361
785,46.295153,89.58754057,1089.465,858.407,473.833
786,46.290515,87.50554169,1092.253,859.349,474.369
787,46.287627,88.19402034,1104.812,860.233,474.901
788,46.224922,87.91210371,1102.446,860.894,475.422
789,46.170115,87.18521991,1096.512,861.284,475.743
790,46.132942,87.24443835,1099.432,861.574,475.93
791,46.114512,89.66316528,1097.653,862.345,476.462
792,46.085803,86.92268779,1087.005,863.065,476.971
793,46.026153,85.52094395,1082.242,863.798,477.511
794,45.965924,87.45253394,1080.586,864.234,477.877
795,45.974908,88.21538038,1085.442,864.556,478.089
796,45.978973,89.81145529,1094.548,865.225,478.563
797,45.916144,89.27450922,1099.191,865.926,479.109
798,45.828972,90.13875469,1100.721,866.659,479.646
799,45.778017,91.07602464,1102.134,867.05,479.903
800,45.686931,90.37679124,1099.031,867.342,480.132
801,45.604127,86.96284764,1092.3,868.055,480.681
802,45.506396,89.17268078,1091.89,868.715,481.176
803,45.424599,90.86932937,1098.493,869.42,481.719
804,45.37694,91.17905325,1102.122,869.784,482.005
805,45.339532,91.79209255,1105.59,870.059,482.234
806,45.336663,91.03283896,1100.03,870.772,482.819
807,45.326246,88.45712822,1087.51,871.374,483.305
808,45.261341,87.35066,1089.371,872.012,483.825
809,45.196289,87.61470919,1089.048,872.413,484.155
810,45.126796,89.6363684,1092.433,872.579,484.292
811,45.100254,89.9537813,1098.324,873.301,484.898
812,45.367265,91.05542527,1090.745,873.979,485.457
813,45.629577,87.82525087,1092.05,874.536,485.922
814,45.155785,87.47927561,1102.873,874.897,486.257
815,44.863388,90.68691486,1097.117,875.142,486.507
816,44.77918,91.50731815,1090.473,875.668,487.055
817,44.735945,89.88097458,1085.957,876.143,487.578
818,44.673147,88.64963603,1082.284,876.57,488.061
819,44.6004,88.88535699,1086.005,876.822,488.539
820,44.645088,89.18004776,1084.697,876.982,488.905
821,44.553975,91.15896577,1092.461,877.466,489.083
822,44.480333,90.26735293,1104.422,877.868,489.56
823,44.425667,90.34866598,1100.87,878.342,490.174
824,44.379662,90.13942765,1102.576,878.798,490.694
825,44.338121,88.86269433,1097.013,879.052,491.012
826,44.290402,89.8771374,1101.858,879.236,491.262
827,44.277802,92.73377817,1102.427,879.648,491.797
828,44.264804,90.82412594,1091.817,880.097,492.349
829,44.226775,90.47268444,1095.32,880.517,492.827
830,44.2087,92.83365881,1099.213,880.834,493.117
831,44.170132,92.13037036,1114.991,881.369,493.75
832,44.099003,92.6981805,1112.918,881.481,493.867
833,43.992296,91.96051477,1097.483,882.089,494.494
834,43.96953,90.44009959,1102.948,882.601,495.017
835,43.969211,92.1402967,1114.196,882.898,495.297
836,43.849301,93.45265434,1111.71,883.147,495.581
837,43.790648,94.15349834,1110.08,883.789,496.171
838,43.699971,94.9249245,1115.076,884.374,496.702
839,43.580024,92.13020116,1120.624,884.789,497.264
840,43.492544,91.61407186,1121.774,885.098,497.602
841,43.411645,92.63579684,1115.735,885.361,497.82
842,43.301609,90.85853383,1100.134,885.925,498.364
843,43.248407,88.24862238,1091.944,886.478,498.972
844,43.173932,91.16693394,1101.651,887.027,499.508
845,43.042196,92.7514518,1108.341,887.359,499.859
846,42.937709,90.91486687,1104.291,887.618,500.11
847,42.874295,92.07080727,1112.152,888.146,500.672
848,42.841071,90.78239619,1123.85,888.673,501.251
849,42.759395,89.83646299,1104.744,889.268,501.851
850,42.690817,89.10462833,1096.972,889.555,502.177
851,42.615059,88.97106135,1098.78,889.864,502.398
852,42.546553,89.16762666,1096.299,890.5,502.966
853,42.5043,91.93484754,1094.79,890.874,503.532
854,42.440343,91.73121435,1105.441,891.365,504.148
855,42.375972,90.8867386,1104.585,891.813,504.677
856,42.310249,92.4782804,1102.449,892.07,504.989
857,42.249512,90.32708098,1096.181,892.261,505.251
858,42.181243,91.60504229,1094.31,892.673,505.832
859,42.090747,90.35234011,1094.541,893.098,506.432
860,42.006041,89.13119971,1099.176,893.539,507.014
861,41.973169,91.58109629,1112.267,893.767,507.306
862,41.935883,93.11587643,1106.169,893.993,507.569
863,41.899652,92.8204124,1099.362,894.44,508.099
864,41.842167,94.79803893,1105.62,894.852,508.624
865,41.765596,93.66748839,1107.309,895.306,509.232
866,41.712918,91.95246685,1097.428,895.583,509.603
867,41.623489,93.19382322,1098.772,895.804,509.829
868,41.49225,93.97577235,1104.659,896.334,510.389
869,41.424635,93.02644063,1110.102,896.883,510.999
870,41.403263,92.9320387,1111.325,897.428,511.577
871,41.359902,93.00236131,1113.025,897.768,511.901
872,41.307566,90.8609064,1112.553,897.982,512.132
873,41.256691,92.95544341,1103.686,898.52,512.686
874,41.233168,94.86466314,1086.624,899.13,513.287
875,41.196775,93.34451181,1087.723,899.647,513.847
876,41.131578,92.78528777,1093.907,899.95,514.192
877,41.078115,93.38707804,1102.795,900.132,514.418
878,41.044765,92.71126626,1112.063,900.57,514.955
879,41.014677,95.08640504,1104.543,901.039,515.55
880,40.95483,95.56028305,1103.12,901.448,516.129
881,40.931204,94.33611377,1099.403,901.68,516.469
882,40.883083,96.16683453,1101.083,901.832,516.674
883,40.825674,93.79175846,1107.31,902.201,517.221
884,40.762038,91.01889334,1110.209,902.631,517.965
885,40.656029,91.83299388,1103.069,903.037,518.643
886,40.583077,92.40667934,1100.124,903.268,519.306
887,40.519535,91.92642826,1102.401,903.456,519.718
888,40.466366,96.03429495,1101.68,903.802,520.037
889,40.378819,96.74317686,1096.275,904.198,520.836
890,40.367667,94.38536855,1096.909,904.746,521.477
891,40.316872,94.36465127,1100.5,905.132,522.083
892,40.24621,95.03128932,1109.127,905.317,522.401
893,40.147209,94.49289119,1105.467,905.445,522.612
894,40.074296,93.91054851,1099.542,905.767,523.163
895,40.011242,92.77672194,1103.497,906.089,523.726
896,39.92314,94.58475717,1105.356,906.357,524.218
897,39.833623,96.03528559,1099.727,906.505,524.538
898,39.78254,94.35939029,1099.649,906.663,524.727
899,39.753772,94.09546203,1098.606,907.003,525.137
900,39.698305,91.92172968,1094.8,907.326,525.526
901,39.643297,93.95326051,1109.402,907.728,526.126
902,39.5917,95.12334392,1089.848,908.139,526.722
903,39.522055,94.24070042,1092.473,908.247,526.885
904,39.445908,94.54386979,1095.692,908.596,527.402
905,39.393907,98.46693035,1089.752,909.021,528.009
906,39.392177,97.1155306,1089.863,909.386,528.542
907,39.3496,95.31644806,1093.145,909.615,528.89
908,39.291911,95.59838505,1091.912,909.776,529.086
909,39.222196,93.53442207,1094.857,910.175,529.581
910,39.150641,93.35808021,1095.187,910.583,530.099
911,39.071053,94.34084782,1089.252,911.043,530.759
912,39.027728,94.92509879,1110.353,911.221,531.091
913,38.991073,93.19261871,1103.132,911.343,531.257
914,38.953093,94.37719383,1092.503,911.683,531.804
915,38.903599,94.324637,1099.276,911.939,532.339
916,38.843094,96.23745338,1106.518,912.329,532.959
917,38.774535,96.6387121,1116.81,912.71,533.483
918,38.722541,95.39093458,1105.024,912.974,533.889
919,38.663523,94.94813487,1107.097,913.146,534.105
920,38.567665,95.62630866,1103.319,913.636,534.705
921,38.538179,95.28856344,1088.394,914.14,535.267
922,38.496617,95.98987037,1084.063,914.67,535.841
923,38.414192,97.25676908,1084.753,914.993,536.237
924,38.319583,95.90462616,1089.446,915.14,536.42
925,38.282613,95.37758409,1097.922,915.572,536.981
926,38.21961,93.44303885,1093.942,916.043,537.653
927,38.153672,94.35630763,1088.036,916.41,538.221
928,38.078039,95.52669726,1083.525,916.572,538.513
929,38.014476,96.05151331,1088.035,916.669,538.692
930,37.964018,94.63005015,1094.67,917.029,539.331
931,37.937821,97.24325239,1088.526,917.343,539.889
932,37.845122,96.24470829,1097.56,917.636,540.432
933,37.743595,96.03776611,1115.608,917.893,540.838
934,37.732296,97.99060967,1107.389,918.034,541.081
935,37.708979,98.16519094,1091.752,918.398,541.655
936,37.647352,95.67126848,1085.27,918.847,542.28
937,37.575907,96.11532982,1088.38,919.25,542.88
938,37.500442,96.61276035,1096.921,919.53,543.286
939,37.436399,97.54889876,1093.595,919.652,543.517
940,37.363307,98.09149337,1089.119,919.952,544.096
941,37.334848,96.86696279,1093.143,920.284,544.682
942,37.297402,96.66700642,1103.408,920.703,545.278
943,37.24338,97.12365037,1112.03,920.969,545.631
944,37.172119,96.82400544,1104.891,921.14,545.838
945,37.138174,96.64268801,1088.12,921.641,546.473
946,37.121814,100.6086263,1083.135,922.091,547.122
947,37.038351,98.3036412,1086.224,922.429,547.676
948,36.975592,96.18198979,1098.789,922.642,548.089
949,36.892623,97.86465688,1089.553,922.759,548.297
950,36.79302,97.00608271,1074.944,923.035,548.876
951,36.734532,100.2993942,1083.624,923.239,549.534
952,36.67215,100.9008198,1091.613,923.501,550.083
953,36.639223,98.80195327,1100.16,923.892,550.695
954,36.577244,94.65733941,1100.558,923.954,551.068
955,36.517989,94.88282678,1106.271,924.122,551.347
956,36.458674,95.11917229,1104.636,924.505,551.966
957,36.401202,97.50136451,1080.184,924.862,552.536
958,36.338089,98.04973883,1073.836,925.244,553.175
959,36.252547,96.6465842,1083.092,925.51,553.597
960,36.151267,97.51990278,1091.307,925.644,553.833
961,36.107681,97.10168062,1105.269,925.966,554.43
962,36.035458,102.450964,1102.784,926.289,555.065
963,35.963806,101.3930495,1090.045,926.669,555.773
964,35.891463,100.1941573,1085.023,926.87,556.139
965,35.803842,99.79112232,1083.256,927.025,556.395
966,35.741762,98.63304455,1082.093,927.45,557.041
967,35.690115,96.72081143,1082.268,927.899,557.696
968,35.653046,96.85443694,1080.738,928.239,558.268
969,35.603523,98.72139724,1084.366,928.476,558.684
970,35.536907,97.76389659,1079.989,928.569,558.914
971,35.456343,99.55730869,1073.079,928.88,559.551
972,35.416839,99.48911833,1080.348,929.213,560.142
973,35.358063,98.90796934,1089.799,929.524,560.68
974,35.256816,98.37261897,1081.666,929.958,561.198
975,35.212264,96.81860006,1085.738,929.994,561.458
976,35.183733,97.06634963,1086.164,930.158,562.065
977,35.14865,101.1921064,1075.62,930.435,562.678
978,35.08065,100.4372772,1078.148,930.703,563.3
979,35.01022,99.82055787,1093.46,930.901,563.752
980,34.904704,101.5454421,1090.473,931.047,563.998
981,34.862458,100.6361949,1087.007,931.448,564.677
982,34.852643,100.2056465,1085.53,931.811,565.287
983,34.803201,100.3503664,1075.313,932.176,565.951
984,34.722741,99.05135442,1079.154,932.456,566.665
985,34.69026,99.90523952,1089.955,932.626,567.106
986,34.680571,101.5367191,1086.3,932.692,567.359
987,34.61418,99.03366935,1080.67,932.893,568.002
988,34.567526,100.8312364,1079.225,933.171,568.662
989,34.528466,102.2994485,1073.438,933.488,569.422
990,34.465625,102.1532654,1072.785,933.648,569.841
991,34.387149,102.0499439,1076.209,933.719,570.06
992,34.314492,100.8786068,1083.29,933.961,570.795
993,34.242424,99.81623525,1079.454,934.218,571.505
994,34.174012,101.3720714,1078.579,934.475,572.212
995,34.132086,103.6276673,1083.582,934.604,572.645
996,34.07667,101.4616247,1083.838,934.677,572.85
997,34.041049,101.1806615,1084.532,934.913,573.466
998,34.001453,101.0167483,1082.4,935.285,574.242
999,33.902564,103.5942725,1073.88,935.72,574.965
1000,33.797577,102.4228847,1066.928,936.025,575.446
1001,33.76915,104.0532315,1068.079,936.114,575.702
1002,33.762896,104.2584311,1071.382,936.541,576.424
1003,33.689965,103.7941885,1071.429,937.131,577.143
1004,33.635009,102.3865225,1068.555,937.502,577.818
1005,33.600191,103.6955266,1069.532,937.784,578.302
1006,33.541,102.9359898,1076.221,937.852,578.51
1007,33.51544,104.6105273,1089.888,938.12,579.242
1008,33.479915,105.1638294,1078.053,938.439,579.976
1009,33.425058,103.3148958,1073.748,938.758,580.704
1010,33.345918,102.0505797,1077.858,939.022,581.198
1011,33.25743,103.9189373,1078.15,939.148,581.459
1012,33.174782,102.153789,1077.89,939.45,582.179
1013,33.099736,103.288277,1074.865,939.676,582.94
1014,33.055577,103.634676,1071.894,939.854,583.616
1015,33.043812,101.3403813,1071.016,939.961,584.271
1016,33.00566,102.0898839,1069.16,940.045,584.766
1017,32.972651,100.1700064,1063.701,940.369,585.091
1018,32.896168,101.7863859,1068.605,940.692,585.844
1019,32.81069,100.9136466,1081.559,940.967,586.552
1020,32.745632,100.9558119,1082.262,941.245,587.333
1021,32.688718,102.1799898,1081.663,941.388,587.794
1022,32.647874,102.7744687,1077.808,941.511,588.102
1023,32.636581,100.4433808,1071.639,941.724,588.753
1024,32.609589,102.0606092,1070.418,941.914,589.416
1025,32.527203,104.5190689,1076.635,942.211,590.174
1026,32.443974,102.6781197,1084.131,942.36,590.671
1027,32.373058,105.1841296,1083.728,942.444,590.925
1028,32.300342,102.2345429,1088.303,942.679,591.6
1029,32.269292,102.1543362,1099.152,942.97,592.386
1030,32.235618,102.6275175,1084.351,943.259,593.155
1031,32.177908,100.2989589,1076.885,943.464,593.614
1032,32.146118,102.0844142,1075.297,943.63,593.926
1033,32.091981,105.6252706,1077.828,944.063,594.665
1034,32.034457,105.973458,1081.044,944.502,595.333
1035,31.956751,107.7927711,1068.51,945.022,596.117
1036,31.891415,107.7283855,1069.388,945.382,596.587
1037,31.819685,104.0239671,1068.577,945.549,596.877
1038,31.726932,106.3456781,1068.711,945.956,597.615
1039,31.660485,107.4986858,1072.71,946.315,598.337
1040,31.621605,106.6228747,1069.887,946.694,599.147
1041,31.589967,108.8015377,1060.681,946.878,599.622
1042,31.514869,110.4266744,1062.947,946.978,599.884
1043,31.458662,109.0587936,1071.393,947.292,600.731
1044,31.420414,110.0736861,1079.18,947.555,601.489
1045,31.359083,109.9842487,1075.431,947.837,602.314
1046,31.291513,108.5395592,1063.863,948,603.019
1047,31.223281,111.9622813,1063.878,948.127,603.506
1048,31.128415,108.3978855,1065.407,948.54,603.784
1049,31.023325,104.9130525,1067.953,948.872,604.555
1050,30.960584,105.560553,1068.356,949.253,605.388
1051,30.908308,104.8229703,1071.709,949.626,606.14
1052,30.807293,104.0049617,1070.969,949.857,606.589
1053,30.705977,106.6427994,1066.533,950.013,606.9
1054,30.68255,106.5838003,1067.189,950.377,607.68
1055,30.638843,107.2866782,1078.945,950.674,608.415
1056,30.561846,106.5318258,1069.458,951.009,609.194
1057,30.476321,103.8059284,1065.466,951.245,609.721
1058,30.392752,104.6275428,1061.496,951.381,609.993
1059,30.327405,105.7829981,1052.821,951.713,610.725
1060,30.24972,103.892573,1052.167,951.974,611.44
1061,30.19793,105.3194261,1065.236,952.213,612.298
1062,30.1504,110.1660207,1070.681,952.311,612.85
1063,30.10029,109.7140367,1073.319,952.331,613.127
1064,30.005474,111.2461914,1077.105,952.43,613.881
1065,29.951033,108.4111186,1074.048,952.635,614.645
1066,29.886376,108.7556622,1066.349,952.977,615.519
1067,29.812352,111.1302325,1059.62,953.194,616.047
1068,29.726249,111.6274351,1063.081,953.287,616.345
1069,29.649778,110.5930857,1066.816,953.534,617.112
1070,29.570745,110.8501661,1064.605,953.74,617.788
1071,29.516272,108.4342752,1070.791,953.886,618.462
1072,29.463468,107.7937337,1071.176,953.986,618.894
1073,29.410913,109.2015163,1067.984,954.034,619.098
1074,29.365216,109.2469305,1061.523,954.201,619.863
